ID.P,ID.S,ES.GROUPS,SAF System Trait type,CROP.OUTPUT.GROUP
92,2,Economic profit related,Nut - Arable,Oil crops
92,2,Economic profit related,Nut - Arable,Oil crops
92,2,Economic profit related,Nut - Arable,Cereals
92,2,Soil structure,Nut - Arable,Cereals
92,2,Soil structure,Nut - Arable,Oil crops
92,2,Soil structure,Nut - Arable,Oil crops
92,2,Soil structure,Nut - Arable,Cereals
92,2,Soil structure,Nut - Arable,Cereals
92,2,Soil structure,Nut - Arable,Oil crops
92,2,Soil structure,Nut - Arable,Oil crops
92,2,Soil structure,Nut - Arable,Cereals
92,2,Soil structure,Nut - Arable,Cereals
92,2,Soil structure,Nut - Arable,Oil crops
92,2,Soil structure,Nut - Arable,Oil crops
92,2,Soil structure,Nut - Arable,Cereals
92,2,Soil structure,Nut - Arable,Cereals
92,2,Soil structure,Nut - Arable,Oil crops
92,2,Soil structure,Nut - Arable,Oil crops
92,2,Soil structure,Nut - Arable,Cereals
92,2,Land equivalent ratio,Nut - Arable,Cereals
92,2,Land equivalent ratio,Nut - Arable,Oil crops
92,2,Land equivalent ratio,Nut - Arable,Oil crops
92,2,Land equivalent ratio,Nut - Arable,Cereals
92,2,Land equivalent ratio,Nut - Arable,Cereals
92,2,Land equivalent ratio,Nut - Arable,Oil crops
92,2,Land equivalent ratio,Nut - Arable,Oil crops
92,2,Land equivalent ratio,Nut - Arable,Cereals
92,2,Land equivalent ratio,Nut - Arable,Cereals
92,2,Land equivalent ratio,Nut - Arable,Oil crops
92,2,Land equivalent ratio,Nut - Arable,Oil crops
92,2,Land equivalent ratio,Nut - Arable,Cereals
92,2,Land equivalent ratio,Nut - Arable,Cereals
92,2,Land equivalent ratio,Nut - Arable,Oil crops
92,2,Land equivalent ratio,Nut - Arable,Oil crops
92,2,Land equivalent ratio,Nut - Arable,Cereals
92,2,Climate regulation,Nut - Arable,Cereals
92,2,Climate regulation,Nut - Arable,Oil crops
92,2,Climate regulation,Nut - Arable,Oil crops
92,2,Climate regulation,Nut - Arable,Cereals
92,2,Climate regulation,Nut - Arable,Cereals
92,2,Climate regulation,Nut - Arable,Oil crops
92,2,Climate regulation,Nut - Arable,Oil crops
92,2,Climate regulation,Nut - Arable,Cereals
92,2,Climate regulation,Nut - Arable,Cereals
92,2,Climate regulation,Nut - Arable,Oil crops
92,2,Climate regulation,Nut - Arable,Oil crops
92,2,Climate regulation,Nut - Arable,Cereals
92,2,Climate regulation,Nut - Arable,Cereals
92,2,Climate regulation,Nut - Arable,Oil crops
92,2,Climate regulation,Nut - Arable,Oil crops
92,2,Climate regulation,Nut - Arable,Cereals
92,2,Greenhouse gas emissions,Nut - Arable,Cereals
92,2,Greenhouse gas emissions,Nut - Arable,Oil crops
92,2,Greenhouse gas emissions,Nut - Arable,Oil crops
92,2,Greenhouse gas emissions,Nut - Arable,Cereals
92,2,Greenhouse gas emissions,Nut - Arable,Cereals
92,2,Greenhouse gas emissions,Nut - Arable,Oil crops
92,2,Greenhouse gas emissions,Nut - Arable,Oil crops
92,2,Greenhouse gas emissions,Nut - Arable,Cereals
92,2,Greenhouse gas emissions,Nut - Arable,Cereals
92,2,Greenhouse gas emissions,Nut - Arable,Oil crops
92,2,Greenhouse gas emissions,Nut - Arable,Oil crops
92,2,Greenhouse gas emissions,Nut - Arable,Cereals
92,2,Greenhouse gas emissions,Nut - Arable,Cereals
92,2,Greenhouse gas emissions,Nut - Arable,Oil crops
92,2,Greenhouse gas emissions,Nut - Arable,Oil crops
92,2,Greenhouse gas emissions,Nut - Arable,Cereals
92,2,Carbon sequestration,Nut - Arable,Cereals
92,2,Carbon sequestration,Nut - Arable,Oil crops
92,2,Carbon sequestration,Nut - Arable,Oil crops
92,2,Carbon sequestration,Nut - Arable,Cereals
92,2,Carbon sequestration,Nut - Arable,Cereals
92,2,Carbon sequestration,Nut - Arable,Oil crops
92,2,Carbon sequestration,Nut - Arable,Oil crops
92,2,Carbon sequestration,Nut - Arable,Cereals
92,2,Carbon sequestration,Nut - Arable,Cereals
92,2,Carbon sequestration,Nut - Arable,Oil crops
92,2,Carbon sequestration,Nut - Arable,Oil crops
92,2,Carbon sequestration,Nut - Arable,Cereals
92,2,Carbon sequestration,Nut - Arable,Cereals
92,2,Carbon sequestration,Nut - Arable,Oil crops
92,2,Carbon sequestration,Nut - Arable,Oil crops
92,2,Carbon sequestration,Nut - Arable,Cereals
92,2,Food (yield),Nut - Arable,Cereals
92,2,Food (yield),Nut - Arable,Oil crops
92,2,Food (yield),Nut - Arable,Oil crops
92,2,Food (yield),Nut - Arable,Cereals
92,2,Food (yield),Nut - Arable,Cereals
92,2,Food (yield),Nut - Arable,Oil crops
92,2,Food (yield),Nut - Arable,Oil crops
92,2,Food (yield),Nut - Arable,Cereals
92,2,Food (yield),Nut - Arable,Cereals
92,2,Food (yield),Nut - Arable,Oil crops
92,2,Food (yield),Nut - Arable,Oil crops
92,2,Food (yield),Nut - Arable,Cereals
92,2,Food (yield),Nut - Arable,Cereals
92,2,Food (yield),Nut - Arable,Oil crops
92,2,Food (yield),Nut - Arable,Oil crops
92,2,Food (yield),Nut - Arable,Cereals
92,2,Fuel (firewood etc.),Nut - Arable,Cereals
92,2,Fuel (firewood etc.),Nut - Arable,Oil crops
92,2,Fuel (firewood etc.),Nut - Arable,Oil crops
92,2,Fuel (firewood etc.),Nut - Arable,Cereals
92,2,Fuel (firewood etc.),Nut - Arable,Cereals
92,2,Fuel (firewood etc.),Nut - Arable,Oil crops
92,2,Fuel (firewood etc.),Nut - Arable,Oil crops
92,2,Fuel (firewood etc.),Nut - Arable,Cereals
92,2,Fuel (firewood etc.),Nut - Arable,Cereals
92,2,Fuel (firewood etc.),Nut - Arable,Oil crops
92,2,Fuel (firewood etc.),Nut - Arable,Oil crops
92,2,Fuel (firewood etc.),Nut - Arable,Cereals
92,2,Fuel (firewood etc.),Nut - Arable,Cereals
92,2,Fuel (firewood etc.),Nut - Arable,Oil crops
92,2,Fuel (firewood etc.),Nut - Arable,Oil crops
92,2,Fuel (firewood etc.),Nut - Arable,Cereals
92,2,Biodiversity,Nut - Arable,Cereals
92,2,Biodiversity,Nut - Arable,Oil crops
92,2,Biodiversity,Nut - Arable,Oil crops
92,2,Biodiversity,Nut - Arable,Cereals
92,2,Biodiversity,Nut - Arable,Cereals
92,2,Biodiversity,Nut - Arable,Oil crops
92,2,Biodiversity,Nut - Arable,Oil crops
92,2,Biodiversity,Nut - Arable,Cereals
92,2,Biodiversity,Nut - Arable,Cereals
92,2,Biodiversity,Nut - Arable,Oil crops
92,2,Biodiversity,Nut - Arable,Oil crops
92,2,Biodiversity,Nut - Arable,Cereals
92,2,Biodiversity,Nut - Arable,Cereals
92,2,Biodiversity,Nut - Arable,Oil crops
92,2,Biodiversity,Nut - Arable,Oil crops
92,2,Biodiversity,Nut - Arable,Cereals
92,2,Economic profit related,Nut - Arable,Cereals
92,2,Economic profit related,Nut - Arable,Oil crops
92,2,Economic profit related,Nut - Arable,Oil crops
92,2,Economic profit related,Nut - Arable,Cereals
92,2,Economic profit related,Nut - Arable,Cereals
92,2,Economic profit related,Nut - Arable,Oil crops
92,2,Economic profit related,Nut - Arable,Oil crops
92,2,Economic profit related,Nut - Arable,Cereals
92,2,Economic profit related,Nut - Arable,Cereals
92,2,Economic profit related,Nut - Arable,Oil crops
92,2,Economic profit related,Nut - Arable,Oil crops
92,2,Economic profit related,Nut - Arable,Cereals
92,2,Economic profit related,Nut - Arable,Cereals
92,2,Economic profit related,Nut - Arable,Oil crops
92,2,Economic profit related,Nut - Arable,Oil crops
92,2,Economic profit related,Nut - Arable,Cereals
92,2,Soil structure,Nut - Arable,Cereals
92,2,Soil structure,Nut - Arable,Oil crops
92,2,Soil structure,Nut - Arable,Oil crops
92,2,Soil structure,Nut - Arable,Cereals
92,2,Soil structure,Nut - Arable,Cereals
92,2,Soil structure,Nut - Arable,Oil crops
92,2,Soil structure,Nut - Arable,Oil crops
92,2,Soil structure,Nut - Arable,Cereals
92,2,Soil structure,Nut - Arable,Cereals
92,2,Soil structure,Nut - Arable,Oil crops
92,2,Soil structure,Nut - Arable,Oil crops
92,2,Soil structure,Nut - Arable,Cereals
92,2,Soil structure,Nut - Arable,Cereals
92,2,Soil structure,Nut - Arable,Oil crops
92,2,Soil structure,Nut - Arable,Oil crops
92,2,Soil structure,Nut - Arable,Cereals
92,2,Land equivalent ratio,Nut - Arable,Cereals
92,2,Land equivalent ratio,Nut - Arable,Oil crops
92,2,Land equivalent ratio,Nut - Arable,Oil crops
92,2,Land equivalent ratio,Nut - Arable,Cereals
92,2,Land equivalent ratio,Nut - Arable,Cereals
92,2,Land equivalent ratio,Nut - Arable,Oil crops
92,2,Land equivalent ratio,Nut - Arable,Oil crops
92,2,Land equivalent ratio,Nut - Arable,Cereals
92,2,Land equivalent ratio,Nut - Arable,Cereals
92,2,Land equivalent ratio,Nut - Arable,Oil crops
92,2,Land equivalent ratio,Nut - Arable,Oil crops
92,2,Land equivalent ratio,Nut - Arable,Cereals
92,2,Land equivalent ratio,Nut - Arable,Cereals
92,2,Land equivalent ratio,Nut - Arable,Oil crops
92,2,Land equivalent ratio,Nut - Arable,Oil crops
92,2,Land equivalent ratio,Nut - Arable,Cereals
92,2,Climate regulation,Nut - Arable,Cereals
92,2,Climate regulation,Nut - Arable,Oil crops
92,2,Climate regulation,Nut - Arable,Oil crops
92,2,Climate regulation,Nut - Arable,Cereals
92,2,Climate regulation,Nut - Arable,Cereals
92,2,Climate regulation,Nut - Arable,Oil crops
92,2,Climate regulation,Nut - Arable,Oil crops
92,2,Climate regulation,Nut - Arable,Cereals
92,2,Climate regulation,Nut - Arable,Cereals
92,2,Climate regulation,Nut - Arable,Oil crops
92,2,Climate regulation,Nut - Arable,Oil crops
92,2,Climate regulation,Nut - Arable,Cereals
92,2,Climate regulation,Nut - Arable,Cereals
92,2,Climate regulation,Nut - Arable,Oil crops
92,2,Climate regulation,Nut - Arable,Oil crops
92,2,Climate regulation,Nut - Arable,Cereals
92,2,Greenhouse gas emissions,Nut - Arable,Cereals
92,2,Greenhouse gas emissions,Nut - Arable,Oil crops
92,2,Greenhouse gas emissions,Nut - Arable,Oil crops
92,2,Greenhouse gas emissions,Nut - Arable,Cereals
92,2,Greenhouse gas emissions,Nut - Arable,Cereals
92,2,Greenhouse gas emissions,Nut - Arable,Oil crops
92,2,Greenhouse gas emissions,Nut - Arable,Oil crops
92,2,Greenhouse gas emissions,Nut - Arable,Cereals
92,2,Greenhouse gas emissions,Nut - Arable,Cereals
92,2,Greenhouse gas emissions,Nut - Arable,Oil crops
92,2,Greenhouse gas emissions,Nut - Arable,Oil crops
92,2,Greenhouse gas emissions,Nut - Arable,Cereals
92,2,Greenhouse gas emissions,Nut - Arable,Cereals
92,2,Greenhouse gas emissions,Nut - Arable,Oil crops
92,2,Greenhouse gas emissions,Nut - Arable,Oil crops
92,2,Greenhouse gas emissions,Nut - Arable,Cereals
92,2,Carbon sequestration,Nut - Arable,Cereals
92,2,Carbon sequestration,Nut - Arable,Oil crops
92,2,Carbon sequestration,Nut - Arable,Oil crops
92,2,Carbon sequestration,Nut - Arable,Cereals
92,2,Carbon sequestration,Nut - Arable,Cereals
92,2,Carbon sequestration,Nut - Arable,Oil crops
92,2,Carbon sequestration,Nut - Arable,Oil crops
92,2,Carbon sequestration,Nut - Arable,Cereals
92,2,Carbon sequestration,Nut - Arable,Cereals
92,2,Carbon sequestration,Nut - Arable,Oil crops
92,2,Carbon sequestration,Nut - Arable,Oil crops
92,2,Carbon sequestration,Nut - Arable,Cereals
92,2,Carbon sequestration,Nut - Arable,Cereals
92,2,Carbon sequestration,Nut - Arable,Oil crops
92,2,Carbon sequestration,Nut - Arable,Oil crops
92,2,Carbon sequestration,Nut - Arable,Cereals
92,2,Food (yield),Nut - Arable,Cereals
92,2,Food (yield),Nut - Arable,Oil crops
92,2,Food (yield),Nut - Arable,Oil crops
92,2,Food (yield),Nut - Arable,Cereals
92,2,Food (yield),Nut - Arable,Cereals
92,2,Food (yield),Nut - Arable,Oil crops
92,2,Food (yield),Nut - Arable,Oil crops
92,2,Food (yield),Nut - Arable,Cereals
92,2,Food (yield),Nut - Arable,Cereals
92,2,Food (yield),Nut - Arable,Oil crops
92,2,Food (yield),Nut - Arable,Oil crops
92,2,Food (yield),Nut - Arable,Cereals
92,2,Food (yield),Nut - Arable,Cereals
92,2,Food (yield),Nut - Arable,Oil crops
92,2,Food (yield),Nut - Arable,Oil crops
92,2,Food (yield),Nut - Arable,Cereals
92,2,Fuel (firewood etc.),Nut - Arable,Cereals
92,2,Fuel (firewood etc.),Nut - Arable,Oil crops
92,2,Fuel (firewood etc.),Nut - Arable,Oil crops
92,2,Fuel (firewood etc.),Nut - Arable,Cereals
92,2,Fuel (firewood etc.),Nut - Arable,Cereals
92,2,Fuel (firewood etc.),Nut - Arable,Oil crops
92,2,Fuel (firewood etc.),Nut - Arable,Oil crops
92,2,Fuel (firewood etc.),Nut - Arable,Cereals
92,2,Fuel (firewood etc.),Nut - Arable,Cereals
92,2,Fuel (firewood etc.),Nut - Arable,Oil crops
92,2,Fuel (firewood etc.),Nut - Arable,Oil crops
92,2,Fuel (firewood etc.),Nut - Arable,Cereals
92,2,Fuel (firewood etc.),Nut - Arable,Cereals
92,2,Fuel (firewood etc.),Nut - Arable,Oil crops
92,2,Fuel (firewood etc.),Nut - Arable,Oil crops
92,2,Fuel (firewood etc.),Nut - Arable,Cereals
92,2,Biodiversity,Nut - Arable,Cereals
92,2,Biodiversity,Nut - Arable,Oil crops
92,2,Biodiversity,Nut - Arable,Oil crops
92,2,Biodiversity,Nut - Arable,Cereals
92,2,Biodiversity,Nut - Arable,Cereals
92,2,Biodiversity,Nut - Arable,Oil crops
92,2,Biodiversity,Nut - Arable,Oil crops
92,2,Biodiversity,Nut - Arable,Cereals
92,2,Biodiversity,Nut - Arable,Cereals
92,2,Biodiversity,Nut - Arable,Oil crops
92,2,Biodiversity,Nut - Arable,Oil crops
92,2,Biodiversity,Nut - Arable,Cereals
92,2,Biodiversity,Nut - Arable,Cereals
92,2,Biodiversity,Nut - Arable,Oil crops
92,2,Biodiversity,Nut - Arable,Oil crops
92,2,Biodiversity,Nut - Arable,Cereals
92,2,Economic profit related,Nut - Arable,Cereals
92,2,Economic profit related,Nut - Arable,Oil crops
92,2,Economic profit related,Nut - Arable,Oil crops
92,2,Economic profit related,Nut - Arable,Cereals
92,2,Economic profit related,Nut - Arable,Cereals
92,2,Economic profit related,Nut - Arable,Oil crops
92,2,Economic profit related,Nut - Arable,Oil crops
92,2,Economic profit related,Nut - Arable,Cereals
92,2,Economic profit related,Nut - Arable,Cereals
92,2,Economic profit related,Nut - Arable,Oil crops
92,2,Economic profit related,Nut - Arable,Oil crops
92,2,Economic profit related,Nut - Arable,Cereals
92,2,Economic profit related,Nut - Arable,Cereals
92,2,Economic profit related,Nut - Arable,Oil crops
92,2,Economic profit related,Nut - Arable,Oil crops
92,2,Economic profit related,Nut - Arable,Cereals
92,2,Soil structure,Nut - Arable,Cereals
92,2,Soil structure,Nut - Arable,Oil crops
92,2,Soil structure,Nut - Arable,Oil crops
92,2,Soil structure,Nut - Arable,Cereals
92,2,Soil structure,Nut - Arable,Cereals
92,2,Soil structure,Nut - Arable,Oil crops
92,2,Soil structure,Nut - Arable,Oil crops
92,2,Soil structure,Nut - Arable,Cereals
92,2,Soil structure,Nut - Arable,Cereals
92,2,Soil structure,Nut - Arable,Oil crops
92,2,Soil structure,Nut - Arable,Oil crops
92,2,Soil structure,Nut - Arable,Cereals
92,2,Soil structure,Nut - Arable,Cereals
92,2,Soil structure,Nut - Arable,Oil crops
92,2,Soil structure,Nut - Arable,Oil crops
92,2,Soil structure,Nut - Arable,Cereals
92,2,Land equivalent ratio,Nut - Arable,Cereals
92,2,Land equivalent ratio,Nut - Arable,Oil crops
92,2,Land equivalent ratio,Nut - Arable,Oil crops
92,2,Land equivalent ratio,Nut - Arable,Cereals
92,2,Land equivalent ratio,Nut - Arable,Cereals
92,2,Land equivalent ratio,Nut - Arable,Oil crops
92,2,Land equivalent ratio,Nut - Arable,Oil crops
92,2,Land equivalent ratio,Nut - Arable,Cereals
92,2,Land equivalent ratio,Nut - Arable,Cereals
92,2,Land equivalent ratio,Nut - Arable,Oil crops
92,2,Land equivalent ratio,Nut - Arable,Oil crops
92,2,Land equivalent ratio,Nut - Arable,Cereals
92,2,Land equivalent ratio,Nut - Arable,Cereals
92,2,Land equivalent ratio,Nut - Arable,Oil crops
92,2,Land equivalent ratio,Nut - Arable,Oil crops
92,2,Land equivalent ratio,Nut - Arable,Cereals
92,2,Climate regulation,Nut - Arable,Cereals
92,2,Climate regulation,Nut - Arable,Oil crops
92,2,Climate regulation,Nut - Arable,Oil crops
92,2,Climate regulation,Nut - Arable,Cereals
92,2,Climate regulation,Nut - Arable,Cereals
92,2,Climate regulation,Nut - Arable,Oil crops
92,2,Climate regulation,Nut - Arable,Oil crops
92,2,Climate regulation,Nut - Arable,Cereals
92,2,Climate regulation,Nut - Arable,Cereals
92,2,Climate regulation,Nut - Arable,Oil crops
92,2,Climate regulation,Nut - Arable,Oil crops
92,2,Climate regulation,Nut - Arable,Cereals
92,2,Climate regulation,Nut - Arable,Cereals
92,2,Climate regulation,Nut - Arable,Oil crops
92,2,Climate regulation,Nut - Arable,Oil crops
92,2,Climate regulation,Nut - Arable,Cereals
92,2,Greenhouse gas emissions,Nut - Arable,Cereals
92,2,Greenhouse gas emissions,Nut - Arable,Oil crops
92,2,Greenhouse gas emissions,Nut - Arable,Oil crops
92,2,Greenhouse gas emissions,Nut - Arable,Cereals
92,2,Greenhouse gas emissions,Nut - Arable,Cereals
92,2,Greenhouse gas emissions,Nut - Arable,Oil crops
92,2,Greenhouse gas emissions,Nut - Arable,Oil crops
92,2,Greenhouse gas emissions,Nut - Arable,Cereals
92,2,Greenhouse gas emissions,Nut - Arable,Cereals
92,2,Greenhouse gas emissions,Nut - Arable,Oil crops
92,2,Greenhouse gas emissions,Nut - Arable,Oil crops
92,2,Greenhouse gas emissions,Nut - Arable,Cereals
92,2,Greenhouse gas emissions,Nut - Arable,Cereals
92,2,Greenhouse gas emissions,Nut - Arable,Oil crops
92,2,Greenhouse gas emissions,Nut - Arable,Oil crops
92,2,Greenhouse gas emissions,Nut - Arable,Cereals
92,2,Carbon sequestration,Nut - Arable,Cereals
92,2,Carbon sequestration,Nut - Arable,Oil crops
92,2,Carbon sequestration,Nut - Arable,Oil crops
92,2,Carbon sequestration,Nut - Arable,Cereals
92,2,Carbon sequestration,Nut - Arable,Cereals
92,2,Carbon sequestration,Nut - Arable,Oil crops
92,2,Carbon sequestration,Nut - Arable,Oil crops
92,2,Carbon sequestration,Nut - Arable,Cereals
92,2,Carbon sequestration,Nut - Arable,Cereals
92,2,Carbon sequestration,Nut - Arable,Oil crops
92,2,Carbon sequestration,Nut - Arable,Oil crops
92,2,Carbon sequestration,Nut - Arable,Cereals
92,2,Carbon sequestration,Nut - Arable,Cereals
92,2,Carbon sequestration,Nut - Arable,Oil crops
92,2,Carbon sequestration,Nut - Arable,Oil crops
92,2,Carbon sequestration,Nut - Arable,Cereals
92,2,Food (yield),Nut - Arable,Cereals
92,2,Food (yield),Nut - Arable,Oil crops
92,2,Food (yield),Nut - Arable,Oil crops
92,2,Food (yield),Nut - Arable,Cereals
92,2,Food (yield),Nut - Arable,Cereals
92,2,Food (yield),Nut - Arable,Oil crops
92,2,Food (yield),Nut - Arable,Oil crops
92,2,Food (yield),Nut - Arable,Cereals
92,2,Food (yield),Nut - Arable,Cereals
92,2,Food (yield),Nut - Arable,Oil crops
92,2,Food (yield),Nut - Arable,Oil crops
92,2,Food (yield),Nut - Arable,Cereals
92,2,Food (yield),Nut - Arable,Cereals
92,2,Food (yield),Nut - Arable,Oil crops
92,2,Food (yield),Nut - Arable,Oil crops
92,2,Food (yield),Nut - Arable,Cereals
92,2,Fuel (firewood etc.),Nut - Arable,Cereals
92,2,Fuel (firewood etc.),Nut - Arable,Oil crops
92,2,Fuel (firewood etc.),Nut - Arable,Oil crops
92,2,Fuel (firewood etc.),Nut - Arable,Cereals
92,2,Fuel (firewood etc.),Nut - Arable,Cereals
92,2,Fuel (firewood etc.),Nut - Arable,Oil crops
92,2,Fuel (firewood etc.),Nut - Arable,Oil crops
92,2,Fuel (firewood etc.),Nut - Arable,Cereals
92,2,Fuel (firewood etc.),Nut - Arable,Cereals
92,2,Fuel (firewood etc.),Nut - Arable,Oil crops
92,2,Fuel (firewood etc.),Nut - Arable,Oil crops
92,2,Fuel (firewood etc.),Nut - Arable,Cereals
92,2,Fuel (firewood etc.),Nut - Arable,Cereals
92,2,Fuel (firewood etc.),Nut - Arable,Oil crops
92,2,Fuel (firewood etc.),Nut - Arable,Oil crops
92,2,Fuel (firewood etc.),Nut - Arable,Cereals
